doc_id,doc_type,doc_number,doc_year,doc_name,doc_summary,article_number,chunck_id,text_original,text_book,text_title,text_chapter,text_section,tags_array,tags
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,10,decreto_12686_2025_art_10,"Artigo 10. Nas instituições federais de educação superior, o AEE será efetivado pelos núcleos de acessibilidade para a garantia do acesso pleno aos estudantes que são o público da educação especial. Parágrafo único. São núcleos de acessibilidade os grupos, os colegiados e as estruturas nas instituições de educação superior que promovem ações para a eliminação das barreiras físicas, comunicacionais, informacionais, entre outras.",,,Capítulo II - Da organização e da oferta do atendimento educacional especializado,Seção I - Do Atendimento Educacional Especializado,"[""AEE"", ""educação superior"", ""núcleos de acessibilidade"", ""IES federais""]","AEE, educação superior, núcleos de acessibilidade, IES federais"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,11,decreto_12686_2025_art_11,"Artigo 11. O estudo de caso constitui-se em metodologia de produção, sistematização e registro de informações e estratégias relativas ao AEE, e configura-se etapa inicial necessária para a identificação de estudante público da educação especial. § 1º O estudo de caso é composto pelas seguintes etapas: I - identificação inicial das demandas individuais e barreiras; II - análise das barreiras e do contexto escolar; III - identificação das potencialidades e das demandas de apoio ao estudante; e IV - definição de estratégias e recursos de acessibilidade para eliminação de barreiras. § 2º O resultado do estudo de caso fundamentará o Plano de Atendimento Educacional Especializado – PAEE e o Plano Educacional Individualizado – PEI. § 3º O envolvimento do estudante e dos familiares responsáveis pelo cuidado cotidiano deverá ser garantido ao longo de todo o estudo de caso, tanto para contribuições ao histórico de estratégias já desenvolvidas e às atuais necessidades do estudante, quanto ao acompanhamento e ao apoio à implementação do plano. § 4º Para realização do estudo de caso, quando necessário, será estabelecido diálogo com profissionais que compõem a rede de proteção social, como os da saúde, da assistência social e dos órgãos de proteção à criança e ao adolescente. § 5º Os recursos de acessibilidade na educação serão considerados e planejados com vistas a assegurar ao estudante condições de acesso ao currículo, participação nas atividades escolares e desenvolvimento da aprendizagem, e abrangem tecnologias, serviços, estratégias e adaptações que eliminam barreiras nos materiais, nos ambientes, no transporte, nos mobiliários e equipamentos, nos sistemas de comunicação e informação e nas demais dimensões da vida escolar. § 6º A avaliação biopsicossocial da deficiência poderá ser utilizada como documento subsidiário ao estudo de caso. § 7º A garantia da oferta do AEE ao estudante não será condicionada à exigência de diagnóstico, laudo, relatório ou qualquer outro documento emitido por profissional de saúde.",,,Capítulo II - Da organização e da oferta do atendimento educacional especializado,Seção II - Do estudo de caso,"[""estudo de caso"", ""identificação público"", ""AEE"", ""avaliação pedagógica"", ""metodologia""]","estudo de caso, identificação público, AEE, avaliação pedagógica, metodologia"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,12,decreto_12686_2025_art_12,"Artigo 12. É obrigatória a realização de documento individualizado de natureza pedagógica, com atualização contínua, como PAEE e o PEI, que derive do estudo de caso. § 1º A institucionalização do PAEE e do PEI compõe o projeto político-pedagógico do estabelecimento de ensino. § 2º O PAEE e o PEI têm a finalidade de orientar: I - o trabalho a ser desenvolvido em sala de aula comum; II - o trabalho desenvolvido no âmbito do AEE; III - as atividades colaborativas no estabelecimento de ensino; e IV - as ações de articulação intersetorial. § 3º A elaboração e a implementação do Plano Educacional Individualizado, ou de outros instrumentos pedagógicos com finalidades análogas utilizados pelas redes de ensino, deverão observar o disposto neste Decreto para o PAEE. § 4º A instituição de ensino deverá prover parecer pedagógico que autorize a utilização de dispositivos digitais portáteis como instrumento de tecnologia assistiva no processo de aprendizagem, comunicação ou socialização aos estudantes que são o público da educação especial. § 5º A coleta, o tratamento, o armazenamento e o compartilhamento de dados pessoais e sensíveis de estudantes que são o público da educação especial devem observar os princípios e os fundamentos previstos na Lei nº 13.709, de 14 de agosto de 2018, com atenção especial ao disposto no art. 14.",,,Capítulo II - Da organização e da oferta do atendimento educacional especializado,Seção III - Do Plano de Atendimento Educacional Especializado,"[""PAEE"", ""PEI"", ""documento individualizado"", ""projeto político-pedagógico"", ""atualização contínua""]","PAEE, PEI, documento individualizado, projeto político-pedagógico, atualização contínua"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,13,decreto_12686_2025_art_13,"Artigo 13. O professor que atua no AEE terá: I - formação inicial que o habilite ao exercício da docência; e II - formação continuada para a educação especial inclusiva, com carga horária de, no mínimo, trezentas e sessenta horas, nos termos do disposto em ato do Ministro de Estado da Educação. Parágrafo único. A União colaborará com os Estados, o Distrito Federal e os Municípios para prover formação continuada em serviço de professores que atuam no AEE.",,,Capítulo II - Da organização e da oferta do atendimento educacional especializado,Seção IV - Do professor do atendimento educacional especializado,"[""professor AEE"", ""formação inicial"", ""formação continuada"", ""habilitação docente"", ""360 horas""]","professor AEE, formação inicial, formação continuada, habilitação docente, 360 horas"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,14,decreto_12686_2025_art_14,"Artigo 14. Ao profissional de apoio escolar compete atuar em consonância com o PAEE e com o PEI: I - na locomoção, no acesso e na participação dos estudantes em todos os espaços e atividades pedagógicas; II - na higiene e na alimentação, guardado o respeito ao corpo e à privacidade, ao tempo e às escolhas dos estudantes; III - na interação social e na comunicação, a partir do reconhecimento das diferentes formas de expressão dos estudantes e da pluralidade dos meios e modos de comunicação; e IV - na utilização de eventuais tecnologias e recursos auxiliares desenvolvidos pelo AEE, de modo a favorecer o convívio entre pares e a livre expressão dos estudantes nas atividades e nos espaços escolares. § 1º O profissional de apoio escolar atuará em todas as atividades escolares, e deverá reportar-se à equipe pedagógica, sempre que se fizer necessário. § 2º A oferta do profissional de apoio escolar será avaliada pelo estudo de caso e independerá de resultado de diagnóstico, laudo, relatório ou qualquer documento emitido por profissional de saúde.",,,Capítulo II - Da organização e da oferta do atendimento educacional especializado,Seção V - Do profissional de apoio escolar,"[""profissional de apoio escolar"", ""atribuições"", ""PAEE"", ""PEI"", ""locomoção higiene alimentação""]","profissional de apoio escolar, atribuições, PAEE, PEI, locomoção higiene alimentação"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,15,decreto_12686_2025_art_15,"Artigo 15. O profissional de apoio escolar terá: I - formação inicial de, no mínimo, nível médio; e II - formação continuada, com carga horária de, no mínimo, cento e oitenta horas, nos termos do disposto em ato do Ministro de Estado da Educação. Parágrafo único. A União colaborará com os Estados, o Distrito Federal e os Municípios para prover formação continuada em serviço de profissionais de apoio escolar.",,,Capítulo II - Da organização e da oferta do atendimento educacional especializado,Seção V - Do profissional de apoio escolar,"[""profissional de apoio escolar"", ""formação"", ""nível médio"", ""formação continuada"", ""180 horas""]","profissional de apoio escolar, formação, nível médio, formação continuada, 180 horas"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,16,decreto_12686_2025_art_16,"Artigo 16. Fica instituída a Rede Nacional de Educação Especial Inclusiva, instrumento de implementação da Política Nacional de Educação Especial Inclusiva, por meio de ação conjunta da União, dos Estados, do Distrito Federal e dos Municípios.",,,Capítulo III - Da governança e da implementação da política nacional de educação especial inclusiva,Seção I - Da Rede Nacional de Educação Especial Inclusiva,"[""Reneei"", ""rede nacional"", ""implementação PNEEI"", ""entes federativos""]","Reneei, rede nacional, implementação PNEEI, entes federativos"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,17,decreto_12686_2025_art_17,Artigo 17. São objetivos da Rede Nacional de Educação Especial Inclusiva: I - expandir e consolidar a formação continuada em serviço dos profissionais de educação das redes públicas de ensino; II - efetivar a articulação intersetorial para promover atenção integral aos estudantes que são o público da educação especial; III - fortalecer os serviços educacionais de apoio técnico e a produção de materiais acessíveis para a educação especial inclusiva; IV - aperfeiçoar os indicadores e o monitoramento da educação especial inclusiva; e V - produzir e difundir conhecimento sobre a educação especial inclusiva.,,,Capítulo III - Da governança e da implementação da política nacional de educação especial inclusiva,Seção I - Da Rede Nacional de Educação Especial Inclusiva,"[""Reneei"", ""objetivos"", ""formação continuada"", ""articulação intersetorial"", ""tecnologia assistiva""]","Reneei, objetivos, formação continuada, articulação intersetorial, tecnologia assistiva"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,18,decreto_12686_2025_art_18,Artigo 18. Ato do Ministro de Estado da Educação instituirá formas e critérios para reconhecimento e valorização de experiências e práticas educacionais inclusivas nas redes públicas dos sistemas de ensino.,,,Capítulo III - Da governança e da implementação da política nacional de educação especial inclusiva,Seção I - Da Rede Nacional de Educação Especial Inclusiva,"[""reconhecimento"", ""valorização"", ""boas práticas inclusivas"", ""redes públicas"", ""MEC""]","reconhecimento, valorização, boas práticas inclusivas, redes públicas, MEC"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,19,decreto_12686_2025_art_19,"Artigo 19. O apoio da União para a implementação da Política Nacional de Educação Especial Inclusiva será realizado de acordo os objetivos estabelecidos neste Decreto e poderá ocorrer por meio das seguintes ações: I - repasse de recursos por meio do Programa Dinheiro Direto na Escola, de que trata a Lei nº 11.947, de 16 de junho de 2009; II - repasse de recursos por meio do Plano de Ações Articuladas, de que trata a Lei nº 12.695, de 25 de julho de 2012; III - provimento de bolsas para organizar, articular e implementar a Rede Nacional de Educação Especial Inclusiva, nos termos do disposto na Lei nº 11.273, de 6 de fevereiro de 2006, e na legislação aplicável; IV - elaboração de diretrizes e de orientações para a estruturação e a implementação de ações de formação orientadas nas práticas pedagógicas e práticas de gestão escolar destinadas aos gestores educacionais, professores e demais profissionais que atuem na educação especial inclusiva; V - apoio à instituição do observatório da educação especial inclusiva; VI - promoção de ações de formação continuada aos profissionais da educação em regime de colaboração com as redes educacionais; VII - aquisição e distribuição de materiais didáticos em formatos acessíveis aos estudantes da educação especial inclusiva no âmbito do Programa Nacional do Livro e do Material Didático, de que trata o Decreto nº 9.099, de 18 de julho de 2017; VIII - produção e distribuição de recursos de acessibilidade educacional; e IX - estímulo ao acesso ao AEE, de forma complementar ou suplementar ao ensino regular, assegurada a dupla matrícula, nos termos do disposto no art. 22, caput, inciso I, do Decreto nº 10.656, de 22 de março de 2021. Parágrafo único. Ato do Ministro de Estado da Educação disporá sobre os critérios para a destinação do apoio de que trata o caput.",,,Capítulo III - Da governança e da implementação da política nacional de educação especial inclusiva,Seção II - Do apoio da União,"[""apoio federal"", ""PDDE"", ""financiamento"", ""implementação PNEEI"", ""formação continuada""]","apoio federal, PDDE, financiamento, implementação PNEEI, formação continuada"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,19-A,decreto_12686_2025_art_19a,"Artigo 19-A. Fica assegurada a distribuição de recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – Fundeb de que trata o art. 7º, § 3º, inciso I, alínea “d”, da Lei nº 14.113, de 25 de dezembro de 2020.",,,Capítulo III - Da governança e da implementação da política nacional de educação especial inclusiva,Seção II - Do apoio da União,"[""Fundeb"", ""financiamento"", ""recursos educação especial"", ""distribuição""]","Fundeb, financiamento, recursos educação especial, distribuição"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,20,decreto_12686_2025_art_20,Artigo 20. A governança da Política Nacional de Educação Inclusiva contará com estrutura executiva de coordenação instituída em âmbito nacional e estrutura consultiva com participação social.,,,Capítulo III - Da governança e da implementação da política nacional de educação especial inclusiva,Seção III - Da governança federativa,"[""governança PNEEI"", ""estrutura executiva"", ""participação social"", ""estrutura consultiva""]","governança PNEEI, estrutura executiva, participação social, estrutura consultiva"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,21,decreto_12686_2025_art_21,"Artigo 21. O Ministério da Educação acompanhará e monitorará o acesso à escola por parte dos beneficiários do benefício de prestação continuada em idade de escolarização obrigatória, em colaboração com o Ministério da Saúde, o Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome e o Ministério dos Direitos Humanos e da Cidadania.",,,Capítulo III - Da governança e da implementação da política nacional de educação especial inclusiva,Seção III - Da governança federativa,"[""BPC"", ""monitoramento"", ""acesso à escola"", ""intersetorialidade"", ""escolarização obrigatória""]","BPC, monitoramento, acesso à escola, intersetorialidade, escolarização obrigatória"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,22,decreto_12686_2025_art_22,"Artigo 22. As despesas decorrentes da execução do disposto neste Decreto correrão à conta de dotações orçamentárias consignadas ao Ministério da Educação, observada a disponibilidade orçamentária e financeira.",,,Capítulo IV - Disposições finais,,"[""dotação orçamentária"", ""MEC"", ""financiamento"", ""execução""]","dotação orçamentária, MEC, financiamento, execução"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,23,decreto_12686_2025_art_23,"Artigo 23. Fica revogado o Decreto nº 7.611, de 17 de novembro de 2011.",,,Capítulo IV - Disposições finais,,"[""revogação"", ""Decreto 7611/2011"", ""disposição transitória""]","revogação, Decreto 7611/2011, disposição transitória"
D12686,Decreto,12686,2025,"Decreto nº 12.686, de 20 de outubro de 2025",Institui a Política Nacional de Educação Especial Inclusiva e a Rede Nacional de Educação Especial Inclusiva.,24,decreto_12686_2025_art_24,Artigo 24. Este Decreto entra em vigor na data de sua publicação.,,,Capítulo IV - Disposições finais,,"[""vigência"", ""entrada em vigor"", ""disposição final""]","vigência, entrada em vigor, disposição final"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",1,portaria_421_2026_art_1,"Artigo 1. Esta Portaria dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, instituídas pelo Decreto nº 12.686, de 20 de outubro de 2025. Parágrafo único. A garantia do padrão de qualidade educacional, no âmbito da PNEEI, deverá ser expressa a partir do conjunto de apoios necessários ao acesso, à permanência, à participação e à aprendizagem.",,,,,"[""PNEEI"", ""Reneei"", ""regulamentação"", ""Decreto 12686/2025""]","PNEEI, Reneei, regulamentação, Decreto 12686/2025"
P421,Portaria,421,2026,"Portaria MEC nº 421, de 15 de maio de 2026","Dispõe sobre a Política Nacional de Educação Especial Inclusiva - PNEEI e sobre a Rede Nacional de Educação Especial Inclusiva - Reneei, de que tratam o Decreto nº 12.686, de 20 de outubro de 2025.",2,portaria_421_2026_art_2,"Artigo 2. A modalidade da educação especial será ofertada de maneira transversal a todos os níveis, etapas e modalidades, com vistas a garantir recursos e serviços educacionais para apoiar, complementar e suplementar o processo de escolarização.",,,,,"[""educação especial"", ""transversalidade"", ""recursos educacionais"", ""serviços educacionais""]","educação especial, transversalidade, recursos educacionais, serviços educacionais"
